observationID,mediaID,observationType,cameraSetupType,taxonID,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments
d9ef08ec-a823-4c65-8e01-47f681239d6e_1,d9ef08ec-a823-4c65-8e01-47f681239d6e,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
aebe5b85-8210-4217-8b2b-eefcd74be761_1,aebe5b85-8210-4217-8b2b-eefcd74be761,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
e638613e-7970-4c5c-ba10-cd5cf8becd76_1,e638613e-7970-4c5c-ba10-cd5cf8becd76,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
c40a4854-da90-43ab-82b5-3a3b1ac59c90_1,c40a4854-da90-43ab-82b5-3a3b1ac59c90,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
fd2f32cc-1c0e-4d0a-9481-327f1cdf11fa_1,fd2f32cc-1c0e-4d0a-9481-327f1cdf11fa,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
b6a04f58-9c4c-4a8d-9cc1-587609666e75_1,b6a04f58-9c4c-4a8d-9cc1-587609666e75,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
9c58aea8-7719-49e4-93e5-a3c350638ad8_1,9c58aea8-7719-49e4-93e5-a3c350638ad8,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
ad03acb4-b8eb-4296-b0b8-e2c70e05fb96_1,ad03acb4-b8eb-4296-b0b8-e2c70e05fb96,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
3b185b03-f500-4359-9eab-a49911801632_1,3b185b03-f500-4359-9eab-a49911801632,animal,,GCHS,Ardea cinerea,1,adult,,,,,,human,Peter Desmet,,,,
bfadfe88-7495-4a32-bb73-3461a729bfd3_1,bfadfe88-7495-4a32-bb73-3461a729bfd3,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
275deb54-9e6d-4298-b1d4-cf2042bb59bf_1,275deb54-9e6d-4298-b1d4-cf2042bb59bf,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
570ecf96-a781-46b6-a6d4-b1ec9b066d9a_1,570ecf96-a781-46b6-a6d4-b1ec9b066d9a,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
ce438e1e-1eb0-4c35-bb0a-7670b3fae086_1,ce438e1e-1eb0-4c35-bb0a-7670b3fae086,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
c4717648-bc0c-4e32-942c-db71e7bc94a0_1,c4717648-bc0c-4e32-942c-db71e7bc94a0,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
c9d208de-fa16-485a-950f-7d18ae6e45dd_1,c9d208de-fa16-485a-950f-7d18ae6e45dd,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
b15c8801-41a5-4667-9bb6-2a8dccf786a1_1,b15c8801-41a5-4667-9bb6-2a8dccf786a1,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
c1232e57-193d-4a70-99e9-b4623a1ec6e2_1,c1232e57-193d-4a70-99e9-b4623a1ec6e2,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
318ff953-68fc-4b20-afa1-407226fa7284_1,318ff953-68fc-4b20-afa1-407226fa7284,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
aae72fb7-1f97-429f-ab50-9f2c1ce881ea_1,aae72fb7-1f97-429f-ab50-9f2c1ce881ea,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
74191045-23a4-4a67-979f-152b105f3b8d_1,74191045-23a4-4a67-979f-152b105f3b8d,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
ca438b6e-4a8a-4562-96cb-78441aeff62a_1,ca438b6e-4a8a-4562-96cb-78441aeff62a,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
6553c759-be10-429d-8350-3e3fc8eb68f2_1,6553c759-be10-429d-8350-3e3fc8eb68f2,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
3cdc7150-02f9-429b-9e3f-b1fa65f9637f_1,3cdc7150-02f9-429b-9e3f-b1fa65f9637f,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
6aa70e67-03ac-42ee-b379-5be9a21d68b1_1,6aa70e67-03ac-42ee-b379-5be9a21d68b1,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
040c2aee-b669-475f-ab19-8b2049484b02_1,040c2aee-b669-475f-ab19-8b2049484b02,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
eb6d85bb-c17a-481e-be5c-554ce31c7713_1,eb6d85bb-c17a-481e-be5c-554ce31c7713,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
f77f9bf2-b7b1-4d0a-a4f9-dbf6dbe5fbb1_1,f77f9bf2-b7b1-4d0a-a4f9-dbf6dbe5fbb1,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
813bafb2-befe-45fa-b0e3-080f1f019a70_1,813bafb2-befe-45fa-b0e3-080f1f019a70,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
d8dcff7f-4b50-4ba7-a279-31194a7031b0_1,d8dcff7f-4b50-4ba7-a279-31194a7031b0,vehicle,,,,,,,,,,,human,Peter Desmet,,,,
